ID,Source,Severity,Distance(mi),Description,Side,County,Airport_Code,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Crossing,Give_Way,Junction,No_Exit,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Duration,monthidx,SHour
A-3109101,Bing,2,0.561,Stationary traffic on I-80 E - James Lick Fwy N from I-80 exit [433B] to exit [1] due to accident.,R,San Francisco,KSFO,44.0,51.0,30.1,10.0,W,3.0,Fair,False,False,False,False,False,False,True,False,False,True,False,Night,Night,Day,Day,140,56,06
A-3109886,Bing,2,0.122,Incident on MAIN ST near HARRISON ST Drive with caution.,R,San Francisco,KOAK,53.0,74.0,30.21,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,118,56,23
A-3110156,Bing,2,0.106,WB 80 JEO 7TH. B32-083M BLKG 2 AND 4 LN,R,San Francisco,KSFO,61.0,52.0,29.82,10.0,WNW,20.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,988,56,10
A-3112473,Bing,2,0.211,Stationary traffic on CA-1 from 19th Ave exit [438] to State Highway 1 due to accident.,R,San Francisco,KSFO,54.0,66.0,29.74,10.0,W,17.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,48,56,19
A-3112763,Bing,2,0.577,Slow traffic on I-280 S - John F Foran Fwy S from exit [431] to Alemany Blvd exit [53] due to accident.,R,San Francisco,KSFO,49.0,66.0,30.13,10.0,WNW,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,46,57,22
A-3113352,Bing,2,0.325,Slow traffic from exit [2A] to Harrison St / 5th St due to accident.,R,San Francisco,KOAK,49.0,80.0,30.15,9.0,CALM,0.0,Fair,False,True,False,False,False,False,True,False,False,True,False,Night,Night,Night,Night,118,57,21
A-3114629,Bing,2,0.158,BRIDGEVIEW DR X NEWHALL 7,L,San Francisco,KSFO,50.0,80.0,30.25,10.0,NW,7.0,Fair,False,True,False,False,False,False,False,True,False,False,False,Night,Night,Day,Day,168,57,06
A-3114783,Bing,2,0.844,Slow traffic on James Lick Fwy N - US-101 N from Army St/Potrero Ave (US-101) to Vermont St (US-101) due to accident.,R,San Francisco,KOAK,63.0,50.0,30.17,10.0,W,13.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,67,56,13
A-3116620,Bing,2,0.789,NB 280 ON JUNIPERO OFR. 1039 BT TO FIRST CHANCE,R,San Francisco,KSFO,49.0,77.0,30.12,8.0,CALM,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,284,57,06
A-3117320,Bing,2,0.339,Incident on CA-1 NB near MACARTHUR TUNL Expect delays.,R,San Francisco,KSFO,53.0,86.0,30.01,8.0,WNW,10.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,78,57,06
A-3119128,Bing,2,0.271,NB 101 JSO 9TH. SIL GRY MUST VS RHS,R,San Francisco,KSFO,50.0,74.0,29.67,10.0,WNW,7.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,128,56,04
A-3120276,Bing,2,0.079,SB 101 AT UPS. [Notification] [CHP]-Problem changed from 1183-Trfc Collision-Unkn Inj to 1182-Trfc Collision-No Inj by CHP [Shared],R,San Francisco,KSFO,51.0,80.0,30.2,8.0,WNW,12.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,130,57,03
A-3120277,Bing,2,0.308,SB 101 AT UPS PULL OUT. PER OTHER INVL'D PTY CESAR ONR TO SB 101,R,San Francisco,KSFO,54.0,66.0,29.91,10.0,N,6.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,151,57,17
A-3120278,Bing,2,0.962,Incident on US-101 SB near I-80 Right shoulder closed.,R,San Francisco,KSFO,77.0,21.0,30.01,10.0,N,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,108,55,16
A-3122174,Bing,2,0.472,NB 101 JSO 9TH. SIL GRY MUST VS RHS,R,San Francisco,KSFO,50.0,74.0,29.67,10.0,WNW,7.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,128,56,04
A-3125434,Bing,2,0.231,CHP San Francisco Area. HAS VIDEO OF TC ON DASH CAM - WILL PROBABLY BE ABLE TO SEE PLT AT HOME ON COMPUTER,R,San Francisco,KSFO,69.0,53.0,30.0,9.0,NE,5.0,Fair,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,159,55,15
A-3125680,Bing,2,0.25,NB 101 JNO CESAR. 3 VEHS INV // ALL #1[Shared],R,San Francisco,KSFO,57.0,81.0,30.0,9.0,S,8.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,180,57,23
A-3127467,Bing,2,0.13,Incident on 48TH AVE near HOUSE 2346 Drive with caution.,R,San Francisco,KSFO,61.0,72.0,29.94,10.0,N,13.0,Mostly Cloudy,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,100,55,12
A-3128285,Bing,2,0.458,Slow traffic on I-80 E - James Lick Fwy N from I-80 exit [433B] to exit [1] due to accident.,R,San Francisco,KSFO,56.0,80.0,30.16,10.0,WSW,5.0,Fair,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night,468,56,19
A-3128611,Bing,2,0.397,Stationary traffic from I-80 exit [433B] to I-80 E due to accident.,R,San Francisco,KSFO,58.0,90.0,29.9,9.0,S,14.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,108,56,18
A-3128901,Bing,2,0.036,NB 280 JSO 6TH. DRK COLORED BMW 2D HATCHBACK FACING W/WAY ON RHS,R,San Francisco,KOAK,60.0,62.0,30.08,10.0,WNW,12.0,Partly Cloudy,False,False,False,False,False,True,False,False,False,False,False,Day,Day,Day,Day,164,57,12
A-3130776,Bing,2,0.214,SB 101 JNO SILVER. 2-3 OTHER VEHS INV[Shared],R,San Francisco,KSFO,52.0,89.0,30.15,10.0,WNW,12.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,172,56,01
A-3131310,Bing,2,0.085,EB 80 JWO BYRANT. SV CONT EB ONTO BRDG 23103,R,San Francisco,KOAK,52.0,69.0,29.7,10.0,E,7.0,Light Rain,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,159,57,01
A-3133829,Bing,2,0.121,345 FOLSOM. SUSP VEH - POSS GRY HOND FIT / RP POSS HAS PIC OF LIC PLT,R,San Francisco,KOAK,57.0,62.0,29.75,10.0,WSW,16.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,160,56,21
A-3134428,Bing,2,0.091,Sb 280 Jno Mont. GRY TOYT TAC VS RED TOYT COA / BED FELL OFF TK / ALL VEHS ON RHS EXCHANGING INFO / BED TK IS NOW TO RHS[Shared],R,San Francisco,KSFO,54.0,69.0,30.06,10.0,W,21.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,125,57,16
A-3136198,Bing,2,0.13,Incident on CA-1 NB near CALIFORNIA ST Drive with caution.,L,San Francisco,KSFO,42.0,85.0,30.18,10.0,W,3.0,Fair,False,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,115,56,03
A-3136585,Bing,2,0.239,EB 80 JEO 8TH. BLU TOYT PRI VS BIG RIG,R,San Francisco,KSFO,51.0,63.0,30.24,10.0,ESE,3.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,155,57,21
A-3137552,Bing,2,0.053,AT THE SHELL STATION. OCCD - 10TH ONR TO SB 101,R,San Francisco,KSFO,51.0,86.0,30.16,10.0,NW,7.0,Fair,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,167,57,02
A-3137609,Bing,2,0.689,Stationary traffic on I-280 from Saint Charles Ave (I-280) to Geneva Ave (I-280) due to accident.,R,San Francisco,KSFO,53.0,89.0,30.04,9.0,NW,10.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,184,56,00
A-3138337,Bing,2,0.041,Incident on US-101 NB near I-80 Expect delays.,R,San Francisco,KSFO,53.0,77.0,30.3,10.0,ESE,3.0,Fair,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,184,56,08
A-3138338,Bing,2,0.397,NB 101 JSO 80. 1039 HR TOW,R,San Francisco,KSFO,47.0,83.0,30.1,10.0,WSW,6.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,193,56,02
A-3138568,Bing,2,0.066,Incident on ASHBURY ST near OAK ST Drive with caution.,L,San Francisco,KSFO,64.0,80.0,29.99,10.0,W,12.0,Mostly Cloudy,False,True,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night,298,54,03
A-3141133,Bing,2,0.752,NB 101 JSO VERMONT. FSP ADV RED VOLVO VS WHI VOLVO IN #1 LANE [Shared],R,San Francisco,KSFO,53.0,64.0,30.31,10.0,SSE,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,136,57,21
A-3141134,Bing,2,0.741,NB 101 JSO VERMONT. 1039 1141,R,San Francisco,KSFO,61.0,36.0,30.15,10.0,CALM,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,135,56,14
A-3142852,Bing,2,0.028,SB 280 JSO SAN JOSE. WHI HOND ACC VS GRN HOND CIV RHS[Shared],R,San Francisco,KSFO,48.0,83.0,30.24,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,151,56,01
A-3145017,Bing,2,0.058,NB 280 ON GENEVIA OFR. SIL SUBA IMPREZA VS UNK 4D,R,San Francisco,KSFO,48.0,71.0,30.11,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,184,57,01
A-3145989,Bing,2,0.038,Incident on US-101 SB near RICHARDSON AVE Drive with caution.,R,San Francisco,KSFO,49.0,74.0,30.24,10.0,SSW,6.0,Fair,False,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,77,56,21
A-3147177,Bing,2,0.191,Slow traffic from Duboce Ave exit [434A] to Gough St due to accident.,L,San Francisco,KSFO,56.0,34.0,30.18,10.0,E,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,715,56,11
A-3147178,Bing,2,0.105,Slow traffic from Duboce Ave exit [434A] to Gough St due to accident.,R,San Francisco,KSFO,56.0,67.0,29.85,10.0,WNW,22.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2575,56,07
A-3147922,Bing,2,0.962,Stationary traffic on US-101 from I-80 (US-101) to Army St/Potrero Ave (US-101) due to accident.,R,San Francisco,KSFO,59.0,81.0,29.9,10.0,WNW,16.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,134,55,18
A-3148287,Bing,2,0.401,Incident on I-280 SB near CESAR CHAVEZ ST Drive with caution.,R,San Francisco,KOAK,58.0,90.0,30.12,10.0,VAR,3.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,101,57,08
A-3148414,Bing,2,0.106,NB 101 AT SILVER. VOLK BEETLE VS BIG RIG CAR HAULER[Shared],R,San Francisco,KSFO,51.0,59.0,30.24,10.0,ENE,8.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,170,57,22
A-3150817,Bing,2,0.138,Stationary traffic from Ocean Ave exit [51] to Geneva Ave due to accident.,R,San Francisco,KSFO,59.0,55.0,29.73,10.0,WSW,16.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,717,56,14
A-3150893,Bing,2,0.327,WB 80 JEO 9TH. SEPARATE TC FROM GG 2063 RP ADV JUST OCCURD 5 AGO,R,San Francisco,KOAK,40.0,83.0,30.15,10.0,E,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,175,57,04
A-3150894,Bing,2,1.456,Stationary traffic on James Lick Fwy S - I-80 W from Treasure Island Rd (I-80) to US-101 (I-80) due to accident.,R,San Francisco,KOAK,55.0,28.0,30.19,10.0,N,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,137,56,19
A-3152458,Bing,2,0.225,Incident on US-101 SB near I-80 Expect delays.,R,San Francisco,KSFO,67.0,66.0,30.13,10.0,ENE,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,113,55,09
A-3152637,Bing,2,0.037,Incident on BEALE ST near HOWARD ST Drive with caution.,L,San Francisco,KOAK,59.0,26.0,30.2,10.0,W,7.0,Mostly Cloudy,True,True,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,84,56,14
A-3154215,Bing,2,0.023,SUNRISE AT HAHN 487. TC OCC OCTAVIA ONR TO SB 101,R,San Francisco,KSFO,47.0,77.0,30.2,9.0,WNW,9.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,170,56,02
A-3154429,Bing,2,0.44,SB 280 JNO 101. SIL HOND CIV VS WHI VAN[Shared],L,San Francisco,KSFO,54.0,75.0,30.09,10.0,NW,9.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,148,57,23
A-3154470,Bing,2,0.041,SFPD ADVSING THEY ARE 1097 W/ 2 PARTIES THAT HAD A TC ON THE FRWY -- COULD NOT PROVIDE 1020 WHERE TC OCCURED,R,San Francisco,KOAK,46.0,79.0,30.31,10.0,NE,3.0,Partly Cloudy,False,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,174,57,22
A-3157764,Bing,2,0.046,SB 101 JNO COW PALACE. RHS - WHI HYUN ELANTRA,R,San Francisco,KSFO,56.0,62.0,30.24,10.0,ENE,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,153,57,14
A-3157765,Bing,2,0.375,SB 101 ON 3RD ST OFR. UNK VEH VS MC,R,San Francisco,KSFO,49.0,80.0,30.1,10.0,SW,3.0,Fair,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,131,56,04
A-3158060,Bing,2,0.635,WB 80 ON FREMONT OFR. 2 VEH TC,R,San Francisco,KOAK,59.0,31.0,30.19,10.0,SW,7.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,136,56,13
A-3159111,Bing,2,0.398,Stationary traffic on US-101 from Army St/Potrero Ave (US-101) to I-80 (US-101) due to accident.,R,San Francisco,KOAK,52.0,71.0,29.69,10.0,NNW,6.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,18,56,04
A-3159112,Bing,2,0.295,Incident on I-80 EB near US-101 Expect delays.,R,San Francisco,KSFO,62.0,70.0,30.07,9.0,WNW,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,99,55,03
A-3159358,Bing,2,0.462,OCEAN ONR TO NB 280. SPAN TRANS #355355[Shared],R,San Francisco,KSFO,59.0,46.0,30.28,10.0,NW,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,171,57,15
A-3162766,Bing,2,0.596,Slow traffic on I-80 E - James Lick Fwy N from I-80 exit [433B] to exit [1] due to accident.,R,San Francisco,KSFO,54.0,72.0,30.09,10.0,W,22.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,505,57,19
A-3162772,Bing,2,0.539,Stationary traffic from exit [54B] to US-101 N due to accident.,R,San Francisco,KSFO,57.0,83.0,30.07,4.0,SW,8.0,Rain,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,70,57,22
A-3162928,Bing,2,0.106,WB 80 JEO 7TH. B32-083M BLKG 2 AND 4 LN[Shared],R,San Francisco,KSFO,53.0,71.0,29.67,10.0,NW,7.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,165,56,22
A-3165452,Bing,2,0.026,SB 101 JNO LINCOLN. 2 VEH TC,R,San Francisco,KSFO,59.0,46.0,30.28,10.0,NW,8.0,Fair,True,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,131,57,16
A-3167043,Bing,2,0.718,Slow traffic on I-280 S - John F Foran Fwy S from exit [431] to Alemany Blvd exit [53] due to accident.,R,San Francisco,KSFO,49.0,66.0,30.13,10.0,WNW,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,46,57,22
A-3168084,Bing,2,1.79,NB 101 JSO VISTA POINT. RHS,R,San Francisco,KSFO,47.0,86.0,30.3,10.0,WNW,8.0,Partly Cloudy,True,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night,351,57,02
A-3168287,Bing,2,0.211,NB 101 JSO 19TH. 2 VEHS -- SILVER 4DR VEH VS BLU 2DR SEDAN,R,San Francisco,KSFO,58.0,90.0,29.93,9.0,SSE,12.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,143,56,00
A-3168678,Bing,2,0.007,Incident on 48TH AVE near HOUSE 2346 Drive with caution.,L,San Francisco,KSFO,61.0,72.0,29.94,10.0,N,13.0,Mostly Cloudy,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,100,55,12
A-3171114,Bing,2,1.99,Slow traffic on I-80 from Fremont St/Harrison St (I-80) to Macalla Rd/Hillcrest Rd (I-80) due to accident.,R,San Francisco,KOAK,69.0,51.0,30.06,10.0,WNW,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,119,55,13
A-3172405,Bing,2,0.708,Slow traffic on James Lick Fwy S - US-101 S from San Francisco-Oakland Bay Bridge to exit [432] due to accident.,R,San Francisco,KSFO,56.0,47.0,30.24,9.0,N,21.0,Fair / Windy,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,75,56,09
A-3173791,Bing,2,0.106,Incident on US-101 SB near UPS Drive with caution.,R,San Francisco,KSFO,51.0,80.0,30.2,8.0,WNW,12.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,148,57,03
A-3173792,Bing,2,0.962,Incident on US-101 SB near UPS Drive with caution.,R,San Francisco,KSFO,51.0,56.0,30.18,10.0,SW,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,210,56,20
A-3173793,Bing,2,0.308,SB 101 JSO 80. BLU HOND SOLO TC,R,San Francisco,KSFO,58.0,39.0,30.17,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,127,56,19
A-3174237,Bing,2,0.308,WB 80 TO NB 101. BLOCKING VEH,R,San Francisco,KSFO,53.0,89.0,30.15,3.0,SE,8.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,164,57,07
A-3174238,Bing,2,0.106,Incident on I-80 WB near US-101 Road closed. Take alternate route.,R,San Francisco,KSFO,59.0,90.0,30.03,4.0,WNW,12.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,117,55,03
A-3174438,Bing,2,0.343,Stationary traffic on James Lick Fwy S - US-101 S from San Francisco-Oakland Bay Bridge to exit [432] due to accident.,R,San Francisco,KSFO,56.0,47.0,30.24,9.0,N,21.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,40,56,09
A-3174525,Bing,2,0.348,Stationary traffic from Marin St to US-101 N due to accident.,R,San Francisco,KSFO,56.0,64.0,30.28,10.0,NW,15.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,208,57,14
A-3175773,Bing,2,0.808,SB 280 JNO JOHN DALY. BLK HOND ACC VS SIL HYUN SD[Shared],R,San Francisco,KSFO,48.0,50.0,30.25,10.0,WSW,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,157,56,22
A-3176854,Bing,2,0.316,Queuing traffic on US-101 from I-80/James Lick Fwy (Central Skwy/US-101) to S Van Ness Ave (Central Skwy/US-101) due to accident.,R,San Francisco,KSFO,65.0,56.0,30.1,9.0,ENE,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,472,55,11
A-3179150,Bing,2,0.32,Stationary traffic on I-80 E - James Lick Fwy N from I-80 exit [433] to exit [1] due to accident.,R,San Francisco,KSFO,54.0,75.0,30.24,10.0,WNW,10.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,387,56,19
A-3179683,Bing,2,0.611,Slow traffic on I-80 E - James Lick Fwy N from I-80 exit [433B] to exit [1] due to accident.,R,San Francisco,KSFO,78.0,30.0,29.87,10.0,NW,17.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,454,55,18
A-3180649,Bing,2,0.104,SB 101 JNO CANDLESTICK. FACING SIDEWAY'S IN #1 LN,R,San Francisco,KSFO,54.0,80.0,30.03,9.0,WNW,16.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,158,57,08
A-3181283,Bing,2,0.425,Stationary traffic on James Lick Fwy S - I-80 W from 4th St/5th St (I-80) to US-101 (I-80) due to accident.,R,San Francisco,KSFO,59.0,64.0,30.12,10.0,S,12.0,Mostly Cloudy,False,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,60,56,11
A-3182035,Bing,2,0.962,Incident on US-101 SB near HOSP CURVE Expect delays.,R,San Francisco,KSFO,47.0,77.0,30.2,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,99,56,03
A-3182567,Bing,2,0.076,2 HAROLD X GRAFTON - SF. OCC'D - EB 80 ON SHELLMOUND OFR,L,San Francisco,KSFO,47.0,71.0,30.1,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,165,56,01
A-3186312,Bing,2,1.054,Incident on CA-1 SB near LAKE ST Expect delays.,R,San Francisco,KSFO,53.0,86.0,30.16,10.0,SSE,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,142,56,01
A-3186668,Bing,2,1.78,Incident on US-101 NB near TOLL PLAZA UC Drive with caution.,R,San Francisco,KSFO,58.0,90.0,29.9,9.0,S,14.0,Cloudy,True,False,False,False,False,False,True,False,False,False,False,Night,Night,Day,Day,78,56,17
A-3186789,Bing,2,0.397,Slow traffic from I-80 exit [433B] to I-80 E due to accident.,R,San Francisco,KSFO,41.0,76.0,30.33,9.0,W,5.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,35,57,03
A-3187063,Bing,2,0.239,EB 80 JEO 8TH. BLU TOYT PRI VS BIG RIG[Shared],R,San Francisco,KSFO,51.0,63.0,30.24,10.0,ESE,3.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,146,57,21
A-3187197,Bing,2,0.589,WB 80 TRANS TO NB 101 BOTTOM OF TRANS. BLKING BOTH LNS,R,San Francisco,KSFO,67.0,63.0,30.12,9.0,NNE,5.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,147,56,11
A-3187369,Bing,2,0.073,SB 101 JNO DUBOSE. DAMAGE TO THE LEFT SIDE OF VEH,L,San Francisco,KSFO,62.0,70.0,30.09,10.0,W,7.0,Mostly Cloudy,False,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,134,56,15
A-3188096,Bing,2,3.766,Slow traffic on San Francisco-Oakland Bay Brg E - I-80 E - James Lick Fwy N from US-101 (I-80) to Macalla Rd/Hillcrest Rd (I-80) due to accident.,R,San Francisco,KSFO,54.0,69.0,30.18,10.0,WNW,13.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,628,56,18
A-3188116,Bing,2,1.054,Slow traffic on Veterans Blvd - CA-1 from US-101 (CA-1) to Park Presidio Blvd (CA-1) due to accident.,R,San Francisco,KSFO,64.0,58.0,30.2,10.0,VAR,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,651,56,15
A-3188924,Bing,2,0.38,NB 1 TO NB 101 CON. GRY TOYT CAM -VS- UNK ( NEG OTHER VEH IN AREA),R,San Francisco,KSFO,56.0,72.0,30.12,10.0,ENE,12.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,268,57,14
A-3189553,Bing,2,0.111,NB 101 JSO CESAR CHAVEZ. A32-013 MOVED VEHS TO #5 LANE,R,San Francisco,KOAK,54.0,72.0,30.27,10.0,WSW,3.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,221,57,17
A-3190253,Bing,2,0.046,Incident on MISSION ST near NORTON ST Drive with caution.,R,San Francisco,KSFO,64.0,65.0,29.82,10.0,NW,20.0,Fair,True,True,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,148,55,16
A-3191837,Bing,2,5.886,Slow traffic on San Francisco-Oakland Bay Brg E - I-80 E - James Lick Fwy N from US-101 (I-80) to Bay Bridge Toll Plz (I-80) due to accident.,R,San Francisco,KSFO,58.0,90.0,29.91,9.0,S,16.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,621,56,18
A-3193089,Bing,2,0.57,SB 101 ON PRESIDIO OFR. 2 VEH TC\,R,San Francisco,KSFO,44.0,73.0,30.18,10.0,WNW,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,193,56,01
A-3193379,Bing,2,0.163,Stationary traffic from Duboce Ave exit [434A] to Market St / Octavia Blvd due to accident.,L,San Francisco,KSFO,56.0,67.0,29.85,10.0,WNW,22.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2575,56,07
A-3193469,Bing,2,2.044,Incident on I-80 EB near BRYANT ST Expect delays.,R,San Francisco,KOAK,70.0,63.0,29.92,10.0,W,15.0,Fair,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,86,54,17
A-3194567,Bing,2,0.589,Queuing traffic on US-101 from Army St/Potrero Ave (US-101) to I-80 (US-101) due to accident.,R,San Francisco,KSFO,70.0,59.0,29.9,10.0,NW,12.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,651,55,16
A-3196392,Bing,2,0.397,NB 101 JSO 80. WHI FORD FUSION VS 2 OTHER VEH'S,R,San Francisco,KSFO,53.0,77.0,30.3,10.0,ESE,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,248,56,08
A-3196393,Bing,2,0.041,Incident on US-101 NB near I-80 Drive with caution.,R,San Francisco,KSFO,47.0,83.0,30.1,10.0,WSW,6.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,208,56,02
A-3196561,Bing,2,0.138,Stationary traffic from Ocean Ave exit [51] to Geneva Ave due to accident.,R,San Francisco,KSFO,60.0,49.0,30.15,10.0,N,8.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,702,56,14
